Name,Event,OlypQualTime,OlypRecord,Final,Heat,Semi,AvgTime,RelTime_OQT,RelTime_ORT,Podium,RelTime_OQT_LR
MEDEIROS Etiene,Women's 50m Freestyle,1522,1461,NA,1545,NA,1545,-0.014886731,-0.054368932,0,0
SURKOVA Arina,Women's 50m Freestyle,1522,1461,NA,1492,1497,1494.5,0.018400803,-0.022415524,0,1
JENSEN Julie Kepp,Women's 50m Freestyle,1522,1461,NA,1510,1538,1524,-0.001312336,-0.041338583,0,0
HAUGHEY Siobhan Bernadette,Women's 50m Freestyle,1522,1461,NA,1515,NA,1515,0.004620462,-0.035643564,0,1
LEDECKY Kathleen,Women's 800m Freestyle,30560,29120,29577,29767,NA,29672,0.029927204,-0.018603397,1,1
TITMUS Ariarne,Women's 800m Freestyle,30560,29120,29663,29979,NA,29821,0.024781194,-0.023506925,1,1
QUADARELLA Simona,Women's 800m Freestyle,30560,29120,29915,29852,NA,29883.5,0.022637911,-0.025549216,1,1
GRIMES Katie,Women's 800m Freestyle,30560,29120,29978,29825,NA,29901.5,0.022022307,-0.026135813,0,1
WANG Jianjiahe,Women's 800m Freestyle,30560,29120,30153,30058,NA,30105.5,0.015096909,-0.032734882,0,1
MELVERTON Kiah,Women's 800m Freestyle,30560,29120,30145,30045,NA,30095,0.015451072,-0.032397408,0,1
KOHLER Sarah,Women's 800m Freestyle,30560,29120,30296,29853,NA,30074.5,0.016143244,-0.031737851,0,1
KIRPICHNIKOVA Anastasiia,Women's 800m Freestyle,30560,29120,30390,29957,NA,30173.5,0.012809253,-0.034914743,0,1
THOMAS Eve,Women's 800m Freestyle,30560,29120,NA,30771,NA,30771,-0.006857106,-0.053654415,0,0
KOBRICH Kristel,Women's 800m Freestyle,30560,29120,NA,30778,NA,30778,-0.007082981,-0.053869647,0,0
JUNGBLUT Viviane,Women's 800m Freestyle,30560,29120,NA,31168,NA,31168,-0.019507187,-0.065708419,0,0
FAIN Katja,Women's 800m Freestyle,30560,29120,NA,31273,NA,31273,-0.02279922,-0.06884533,0,0
HAN Dakyung,Women's 800m Freestyle,30560,29120,NA,31626,NA,31626,-0.033706444,-0.079238601,0,0
VALLONI Arianna,Women's 800m Freestyle,30560,29120,NA,32118,NA,32118,-0.048508624,-0.093343297,0,0
NGUYEN THI ANH Anh Vien,Women's 800m Freestyle,30560,29120,NA,32636,NA,32636,-0.063610737,-0.107733791,0,0
McINTOSH Summer,Women's 800m Freestyle,30560,29120,NA,30304,NA,30304,0.00844773,-0.03907075,0,1
HASSLER Julia,Women's 800m Freestyle,30560,29120,NA,30459,NA,30459,0.003315933,-0.043960734,0,1
KOBORI Waka,Women's 800m Freestyle,30560,29120,NA,30570,NA,30570,-0.000327118,-0.047432123,0,0
NAMBA Miyu,Women's 800m Freestyle,30560,29120,NA,30724,NA,30724,-0.005337847,-0.052206744,0,0
PEREZ BLANCO Jimena,Women's 800m Freestyle,30560,29120,NA,30878,NA,30878,-0.010298594,-0.056933739,0,0
KAHLER Marlene,Women's 800m Freestyle,30560,29120,NA,30976,NA,30976,-0.013429752,-0.059917355,0,0
ERTAN Deniz,Women's 800m Freestyle,30560,29120,NA,30989,NA,30989,-0.013843622,-0.060311724,0,0
HOLUB Tamila,Women's 800m Freestyle,30560,29120,NA,31204,NA,31204,-0.02063838,-0.066786309,0,0
GOSE Isabel,Women's 800m Freestyle,30560,29120,NA,30139,NA,30139,0.013968612,-0.033810014,0,1
LI Bingjie,Women's 800m Freestyle,30560,29120,NA,30169,NA,30169,0.012960324,-0.034770791,0,1
KESELY Ajna,Women's 800m Freestyle,30560,29120,NA,30380,NA,30380,0.005924951,-0.041474654,0,1
PIGNATIELLO Delfina,Women's 800m Freestyle,30560,29120,NA,31525,NA,31525,-0.030610626,-0.07628866,0,0
TUNCEL Merve,Women's 800m Freestyle,30560,29120,NA,30362,NA,30362,0.00652131,-0.040906396,0,1
BELMONTE Mireia,Women's 800m Freestyle,30560,29120,NA,30431,NA,30431,0.004239098,-0.043081069,0,1
CARAMIGNOLI Martina Rita,Women's 800m Freestyle,30560,29120,NA,30795,NA,30795,-0.007631109,-0.054391947,0,0
